run,alt,f1,f2,f3_robustez,f4_estabilidade,pen_cap,epsilon,solucao,metodo,w1,w2
3,3,966.0,2.0,0.08487499529704251,1.6094135274708792,0.0,3.7777777777777777,"0,1,1,3,2,2,1,4,3,0,1,2,2,3,4,0,4,4,1,2,1,4,0,1,3,2,4,2,3,3,3,0,4,3,0,4,1,0,0,4,2,0,3,4,4,2,0,0,2,3",Pe,,
3,4,960.0,5.0,0.0827038348214607,1.6092889223859868,0.0,5.666666666666666,"0,1,4,3,2,2,0,4,3,0,1,3,2,3,4,0,4,1,0,2,1,4,0,1,3,3,4,2,3,3,3,2,0,1,2,4,1,0,1,4,2,0,3,4,4,2,4,0,2,1",Pe,,
3,5,931.0,6.0,0.07122318893555084,1.6091776787576806,0.0,7.555555555555555,"0,1,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,3,1,2,3,4,2,3,3,3,3,0,3,0,4,1,0,4,2,1,0,1,4,4,2,4,0,2,0",Pe,,
3,6,903.0,7.0,0.0677605850574345,1.6090792244367,0.0,9.444444444444445,"0,1,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,0,4,1,0,4,2,1,0,1,4,4,2,4,0,2,3",Pe,,
3,7,901.0,10.0,0.06064088470199258,1.6089327348139795,0.0,13.22222222222222,"0,2,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,3,1,2,2,4,2,3,3,3,0,0,3,0,4,1,1,1,1,4,0,1,4,4,2,4,0,2,3",Pe,,
3,8,898.0,15.0,0.034784759556178727,1.6081475156138074,0.0,15.11111111111111,"0,1,0,3,2,0,3,4,3,0,1,2,2,3,4,0,4,4,1,2,1,4,0,1,2,2,4,2,3,3,3,0,0,3,2,4,1,1,3,1,4,0,3,4,4,2,4,0,2,3",Pe,,
3,9,897.0,16.0,0.04516334771633423,1.608041119599523,0.0,17.0,"0,2,0,3,2,0,3,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,3,1,2,2,4,2,3,3,3,0,0,3,0,4,1,1,4,2,1,0,1,4,4,2,4,0,2,3",Pe,,
4,1,1105.0,0.0,0.10323315507145496,1.6094379124341005,0.0,0.0,"0,1,3,3,2,2,0,4,2,0,1,4,2,4,4,0,4,4,0,2,1,1,0,1,3,2,4,2,3,3,3,3,4,3,0,4,0,1,3,2,0,4,0,4,4,2,4,1,3,1",Pe,,
4,2,1092.0,1.0,0.08961385956385372,1.6094273457155068,0.0,1.8888888888888888,"4,1,0,3,2,2,0,4,2,0,1,3,2,4,4,2,4,4,0,2,1,4,3,1,2,1,4,0,3,3,3,3,0,1,1,4,0,0,1,4,3,0,1,3,4,2,2,0,3,3",Pe,,
4,3,995.0,3.0,0.09320891839857867,1.6093776985944834,0.0,3.7777777777777777,"0,1,4,3,2,0,2,4,3,2,1,4,2,3,3,0,0,4,1,2,1,4,3,1,0,2,4,1,3,3,3,0,4,1,0,4,2,1,1,2,4,0,3,4,4,2,4,0,2,3",Pe,,
4,4,940.0,5.0,0.07997851024697564,1.6093102759488451,0.0,5.666666666666666,"0,1,0,3,2,2,2,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,0,1,0,2,4,2,3,3,3,0,4,3,2,4,1,0,3,4,2,0,1,4,4,2,3,0,2,1",Pe,,
4,5,922.0,7.0,0.06140377395430742,1.6092055666907192,0.0,7.555555555555555,"0,1,4,3,2,2,0,4,3,0,1,3,2,3,4,0,4,1,1,2,1,4,0,1,2,2,4,2,3,3,3,0,0,3,0,4,1,0,4,2,1,0,3,4,4,2,4,0,2,3",Pe,,
4,6,902.0,8.0,0.07110794200761046,1.6090094483791413,0.0,11.333333333333332,"0,2,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,0,4,1,0,1,4,1,0,1,4,4,2,4,0,2,3",Pe,,
4,7,895.0,14.0,0.04255572582840665,1.6085446988186585,0.0,15.11111111111111,"0,2,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,2,4,1,1,1,1,4,0,1,4,4,2,4,0,2,3",Pe,,
5,1,1132.0,0.0,0.09469251845308785,1.6094379124341005,0.0,0.0,"1,1,0,3,2,3,0,4,2,2,1,4,2,3,4,0,4,4,1,2,1,4,3,3,0,2,0,1,3,3,3,2,4,3,0,4,0,0,1,4,3,2,1,3,4,0,4,2,2,3",Pe,,
5,2,1046.0,1.0,0.10165884776666907,1.6094306974486625,0.0,1.8888888888888888,"3,1,0,3,2,0,3,4,4,0,1,3,2,4,4,0,4,4,1,2,1,4,0,3,2,3,4,0,0,3,3,3,0,3,0,4,2,2,3,1,0,0,1,4,4,2,2,0,2,1",Pe,,
5,3,985.0,3.0,0.09160083456368762,1.6093742851361115,0.0,3.7777777777777777,"0,1,0,3,2,2,2,4,3,0,1,4,2,3,3,0,0,4,1,2,1,4,0,3,4,2,4,2,3,3,3,3,4,1,0,4,1,0,1,2,0,0,3,4,4,2,4,0,2,1",Pe,,
5,4,923.0,5.0,0.06958929974678144,1.6093196022143132,0.0,7.555555555555555,"0,1,0,3,2,2,0,4,3,0,1,2,2,3,4,0,4,4,1,2,1,4,3,3,2,3,4,2,0,3,3,0,0,3,0,4,1,4,3,1,0,0,1,4,4,2,4,0,2,3",Pe,,
5,5,902.0,8.0,0.06302172079062328,1.6090172118961488,0.0,13.22222222222222,"0,1,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,2,4,1,1,4,1,2,0,1,4,4,2,4,0,2,3",Pe,,
5,6,900.0,12.0,0.04563070802673949,1.6087998790827371,0.0,15.11111111111111,"0,1,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,3,1,2,3,4,2,3,3,3,0,4,3,0,4,1,0,4,1,2,0,1,4,2,2,4,0,2,3",Pe,,
5,7,896.0,16.0,0.0417173123396548,1.608083818051726,0.0,17.0,"0,2,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,3,1,2,3,4,2,3,3,3,0,0,3,2,4,1,0,1,1,4,0,1,4,4,2,4,0,2,3",Pe,,
1,1,966.0,0.0,0.09469251845308785,1.6094379124341005,0.0,,"0,1,4,3,2,2,1,4,3,0,1,3,2,3,2,0,0,4,4,2,1,4,0,1,3,2,4,1,3,3,3,0,0,3,2,4,0,0,3,4,1,0,1,4,4,2,4,0,2,3",Pw,0.6,0.4
1,2,923.0,3.0,0.08767584410796461,1.609378215198632,0.0,,"0,2,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,3,3,2,3,4,2,0,3,3,0,0,3,0,4,1,1,3,4,0,0,1,4,4,2,4,0,2,1",Pw,0.7,0.3
1,3,935.0,2.0,0.08451925832216604,1.6093960910334784,0.0,,"0,1,1,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,4,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,0,4,1,0,1,2,1,0,3,4,4,2,4,0,2,1",Pw,0.8,0.1999999999999999
1,4,909.0,6.0,0.06488421201007535,1.60927722440709,0.0,,"0,1,0,3,2,2,0,4,3,0,1,2,2,3,3,0,4,4,1,2,1,4,3,1,2,3,4,2,3,3,3,0,4,3,0,4,1,0,3,4,1,0,1,4,4,2,4,0,2,3",Pw,0.9,0.0999999999999999
1,5,888.0,17.0,0.02831521949929273,1.607855108958982,0.0,,"0,2,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,2,4,1,1,4,1,1,0,1,4,4,2,4,0,2,3",Pw,1.0,0.0
2,1,1048.0,0.0,0.10323315507145496,1.6094379124341005,0.0,,"0,2,0,3,2,1,3,4,2,0,1,3,2,3,4,0,4,4,4,0,1,3,0,1,2,2,4,1,3,3,4,0,4,3,2,4,1,0,1,3,3,0,1,4,4,2,2,0,2,1",Pw,0.1,0.9
2,2,1010.0,1.0,0.08976288302189925,1.6094273457155066,0.0,,"0,1,4,3,2,2,1,2,3,3,1,3,4,3,4,0,0,4,1,2,1,4,0,1,3,2,4,2,0,3,3,0,0,3,2,4,0,0,1,3,2,0,1,4,4,2,4,0,2,4",Pw,0.5,0.5
2,3,954.0,2.0,0.08610153680317871,1.609402974376355,0.0,,"0,1,4,3,2,2,0,4,3,3,1,2,2,3,4,0,0,4,4,2,1,4,3,1,0,3,4,2,3,3,3,0,4,3,0,4,1,0,1,1,2,0,1,4,4,2,2,4,2,3",Pw,0.7,0.3
2,4,921.0,3.0,0.07802328676241829,1.609386311112646,0.0,,"0,1,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,4,2,1,4,0,1,2,3,4,2,3,3,3,0,4,3,0,4,1,1,3,0,1,0,1,4,2,2,4,0,2,3",Pw,0.8,0.1999999999999999
2,5,911.0,7.0,0.07256435122064403,1.609053629876909,0.0,,"0,2,0,3,2,2,0,4,3,0,1,3,2,3,4,0,0,4,1,2,1,4,3,1,2,3,4,2,3,3,3,0,4,3,0,4,1,1,1,4,4,0,1,4,4,2,4,0,2,3",Pw,0.9,0.0999999999999999
2,6,888.0,17.0,0.02831521949929273,1.607855108958982,0.0,,"0,2,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,2,4,1,1,4,1,1,0,1,4,4,2,4,0,2,3",Pw,1.0,0.0
3,1,1053.0,0.0,0.09469251845308785,1.6094379124341005,0.0,,"0,1,4,3,2,3,3,4,3,0,1,4,2,0,3,0,2,4,4,2,1,4,0,3,0,3,4,2,2,3,4,0,4,3,1,4,1,0,0,1,3,0,1,3,4,2,2,0,2,3",Pw,0.3,0.7
3,2,958.0,1.0,0.08980463072823114,1.6094273457155066,0.0,,"0,1,4,3,2,2,0,4,3,0,1,3,2,4,3,0,4,4,0,2,1,1,0,1,3,2,4,2,3,3,3,0,0,3,0,4,1,1,1,4,2,0,3,4,2,2,4,4,2,3",Pw,0.6,0.4
3,3,930.0,2.0,0.0911464191623077,1.6094097516857568,0.0,,"0,2,0,3,2,2,2,4,3,0,1,3,2,3,4,0,4,4,4,2,1,4,0,1,3,2,4,2,3,3,3,0,0,3,0,4,1,0,3,1,1,0,1,4,4,2,4,0,2,3",Pw,0.7,0.3
3,4,903.0,7.0,0.0677605850574345,1.6090792244367,0.0,,"0,1,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,0,4,1,0,4,2,1,0,1,4,4,2,4,0,2,3",Pw,0.9,0.0999999999999999
3,5,888.0,17.0,0.02831521949929273,1.607855108958982,0.0,,"0,2,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,2,4,1,1,4,1,1,0,1,4,4,2,4,0,2,3",Pw,1.0,0.0
4,1,1020.0,0.0,0.09469251845308785,1.6094379124341005,0.0,,"0,1,4,3,2,2,4,4,3,2,1,3,2,3,3,0,4,4,0,2,1,4,3,1,2,2,4,2,3,3,3,0,4,1,0,4,0,1,4,1,3,0,1,0,0,2,2,0,2,3",Pw,0.4,0.6
4,2,951.0,2.0,0.10327490277778686,1.6094197715702871,0.0,,"0,1,4,3,2,1,3,4,3,0,1,2,2,3,4,0,0,4,0,2,1,4,3,1,0,2,4,2,3,3,3,0,4,3,2,4,1,1,1,4,3,0,1,4,4,2,4,0,2,3",Pw,0.7,0.3
4,3,916.0,4.0,0.0731274278613348,1.6093595193778119,0.0,,"0,1,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,1,2,1,4,0,1,2,3,4,2,3,3,3,0,4,3,0,4,1,1,0,4,3,0,1,4,2,2,4,0,2,3",Pw,0.9,0.0999999999999999
4,4,891.0,18.0,0.0203939640928046,1.6073592473831402,0.0,,"0,1,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,3,1,2,3,4,2,3,3,3,0,4,3,2,4,1,1,1,1,4,0,1,4,2,2,4,0,2,3",Pw,1.0,0.0
5,1,960.0,2.0,0.08641552607172324,1.609402974376355,0.0,,"0,1,0,3,2,1,3,4,3,0,1,3,2,3,4,0,0,1,4,2,1,4,0,1,2,3,4,2,3,3,3,0,0,3,2,4,1,1,0,2,3,0,1,4,4,2,4,0,2,4",Pw,0.6,0.4
5,2,967.0,0.0,0.09469251845308785,1.6094379124341005,0.0,,"0,2,0,3,2,2,3,4,3,0,1,3,2,4,4,0,4,4,0,2,1,4,0,1,3,2,4,1,3,3,3,0,0,3,2,4,1,1,3,4,2,0,1,4,4,2,2,0,3,1",Pw,0.7,0.3
5,3,909.0,3.0,0.07979633640780837,1.609396497203797,0.0,,"0,1,0,3,2,2,3,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,0,1,2,2,4,2,3,3,3,0,0,3,2,4,1,1,3,4,1,0,1,4,4,2,4,0,2,3",Pw,0.9,0.0999999999999999
5,4,891.0,18.0,0.0203939640928046,1.6073592473831402,0.0,,"0,1,0,3,2,2,0,4,3,0,1,3,2,3,4,0,4,4,0,2,1,4,3,1,2,3,4,2,3,3,3,0,4,3,2,4,1,1,1,1,4,0,1,4,2,2,4,0,2,3",Pw,1.0,0.0
